serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
2279,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,8,,1,Vermetid snail,,,na,2,,2,na,,,,2
2280,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,8,,1,Colpomenia sinuosa,,,na,3,,3,na,,,,2
2281,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,9,,1,Rock,na,,na,15,,15,na,,,,4
2282,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,9,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2283,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,9,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,2
2284,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,9,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2285,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,9,,1,Vermetid snail,,,na,2,,2,na,,,,3
2286,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Rock,na,,na,30,,30,na,,,,2
2287,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Padina fernandeziana,,,na,10,,10,na,,,,2
2288,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Dictyota phlyctaenodes,,,na,10,,10,na,,,,2
2289,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2290,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2291,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,1,,1,Vermetid snail,,,na,2,,2,na,,,,2
2292,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,2,,1,Rock,na,,na,40,,40,na,,,,2
2293,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,2,,1,Dictyota phlyctaenodes,,,na,10,,10,na,3,,,3
2294,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,2,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2295,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,2,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2296,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,3,,1,Rock,na,,na,30,,30,na,,,,2
2297,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,3,,1,Padina fernandeziana,,,na,10,,10,na,4,,,2
2298,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,3,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2299,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,3,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2300,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,3,,1,Sponge,,,na,10,,10,na,,,,1
2301,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,4,,1,Rock,na,,na,30,,30,na,,,,2
2302,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,4,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,2
2303,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,4,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2304,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,4,,1,Vermetid snail,,,na,2,,2,na,,,,3
2305,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,4,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2306,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,5,,1,Rock,na,,na,20,,20,na,,,,3
2307,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,5,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,2
2308,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,5,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2309,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,5,,1,Haliptilon sp.,,,na,10,,10,na,,,,3
2310,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,5,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2311,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,6,,1,Rock,na,,na,50,,50,na,,,,1
2312,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,6,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2313,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,6,,1,Haliptilon sp.,,,na,5,,5,na,,,,5
2314,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,6,,1,Vermetid snail,,,na,2,,2,na,,,,2
2315,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,6,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2316,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Rock,na,,na,30,,30,na,,,,2
2317,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Padina fernandeziana,,,na,10,,10,na,4,,,3
2318,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Dictyota phlyctaenodes,,,na,25,,25,na,,,,2
2319,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2320,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Haliptilon sp.,,,na,10,,10,na,,,,2
2321,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,7,,1,Vermetid snail,,,na,2,,2,na,,,,2
2322,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,8,,1,Rock,na,,na,20,,20,na,,,,2
2323,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,8,,1,Padina fernandeziana,,,na,5,,5,na,4,,,3
2324,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,8,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2325,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,8,,1,Sponge,,,na,5,,5,na,,,,3
2326,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,9,,1,Rock,na,,na,30,,30,na,,,,2
2327,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,9,,1,Dictyota phlyctaenodes,,,na,10,,10,na,,,,5
2328,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,9,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2329,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,9,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2330,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,1,9,,1,Vermetid snail,,,na,5,,5,na,,,,3
2331,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Rock,na,,na,30,,30,na,,,,3
2332,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Padina fernandeziana,,,na,5,,5,na,4,,,3
2333,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,2
2334,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2335,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2336,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,1,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2337,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Rock,na,,na,40,,40,na,,,,1
2338,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Padina fernandeziana,,,na,15,,15,na,5,,,1
2339,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2340,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Haliptilon sp.,,,na,5,,5,na,,,,5
2341,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Vermetid snail,,,na,2,,2,na,,,,2
2342,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,2,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2343,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,3,,1,Rock,na,,na,50,,50,na,,,,1
2344,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,3,,1,Dictyota phlyctaenodes,,,na,15,,15,na,,,,4
2345,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,3,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2346,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,3,,1,Vermetid snail,,,na,2,,2,na,,,,3
2347,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,3,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2348,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,4,,1,Rock,na,,na,30,,30,na,,,,2
2349,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,4,,1,Padina fernandeziana,,,na,20,,20,na,,,,2
2350,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,4,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2351,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,4,,1,Vermetid snail,,,na,2,,2,na,,,,2
2352,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,4,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2353,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,5,,1,Rock,na,,na,40,,40,na,,,,2
2354,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,5,,1,Distromium skottsbergii,,,na,3,,3,na,,,,3
2355,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,5,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2356,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,5,,1,Vermetid snail,,,na,2,,2,na,,,,2
2357,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,5,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2358,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,6,,1,Rock,na,,na,50,,50,na,,,,1
2359,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,6,,1,Padina fernandeziana,,,na,5,,5,na,4,,,3
2360,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,6,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,2
2361,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,6,,1,Haliptilon sp.,,,na,10,,10,na,,,,2
2362,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,6,,1,Vermetid snail,,,na,2,,2,na,,,,4
2363,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,7,,1,Dictyota phlyctaenodes,,,na,20,,20,na,4,,,2
2364,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,7,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2365,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,7,,1,Haliptilon sp.,,,na,10,,10,na,,,,2
2366,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,7,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2367,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,8,,1,Rock,na,,na,20,,20,na,,,,3
2368,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,8,,1,Padina fernandeziana,,,na,20,,20,na,5,,,2
2369,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,8,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2370,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,8,,1,Vermetid snail,,,na,2,,2,na,,,,2
2371,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,9,,1,Rock,na,,na,30,,30,na,,,,2
2372,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,9,,1,Padina fernandeziana,,,na,5,,5,na,3,,,3
2373,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,9,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2374,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,9,,1,Vermetid snail,,,na,2,,2,na,,,,2
2375,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,2,9,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2376,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,1,,1,Rock,na,,na,30,,30,na,,,,2
2377,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,1,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,2
2378,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2379,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,1,,1,Vermetid snail,,,na,2,,2,na,,,,2
2380,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,1,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2381,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Rock,na,,na,20,,20,na,,,,2
2382,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Padina fernandeziana,,,na,10,,10,na,5,,,2
2383,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Dictyota phlyctaenodes,,,na,30,,30,na,5,,,3
2384,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2385,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2386,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,2,,1,Vermetid snail,,,na,2,,2,na,,,,2
2387,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,3,,1,Rock,na,,na,30,,30,na,,,,2
2388,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,3,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,3
2389,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,3,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2390,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,3,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2391,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,3,,1,Vermetid snail,,,na,2,,2,na,,,,2
2392,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,4,,1,Rock,na,,na,30,,30,na,,,,2
2393,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,4,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,2
2394,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,4,,1,Distromium skottsbergii,,,na,4,,4,na,,,,3
2395,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,4,,1,Vermetid snail,,,na,2,,2,na,,,,3
2396,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,4,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2397,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,5,,1,Rock,na,,na,10,,10,na,,,,2
2398,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,5,,1,Padina fernandeziana,,,na,15,,15,na,4,,,2
2399,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,5,,1,Dictyota phlyctaenodes,,,na,15,,15,na,4,,,3
2400,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,5,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2401,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,5,,1,Haliptilon sp.,,,na,10,,10,na,,,,3
2402,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Rock,na,,na,30,,30,na,,,,2
2403,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Padina fernandeziana,,,na,10,,10,na,5,,,2
2404,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,2
2405,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2406,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Vermetid snail,,,na,2,,2,na,,,,2
2407,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,6,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2408,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Rock,na,,na,30,,30,na,,,,3
2409,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Padina fernandeziana,,,na,20,,20,na,5,,,1
2410,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Dictyota phlyctaenodes,,,na,15,,15,na,4,,,2
2411,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2412,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Vermetid snail,,,na,2,,2,na,,,,2
2413,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,7,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2414,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,8,,1,Rock,na,,na,30,,30,na,,,,2
2415,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,8,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2416,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,8,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2417,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,8,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2418,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,9,,1,Rock,na,,na,20,,20,na,,,,2
2419,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,9,,1,Dictyota phlyctaenodes,3,,na,10,,10,na,5,,,
2420,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,9,,1,Haliptilon sp.,3,,na,5,,5,na,,,,
2421,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,9,,1,Vermetid snail,2,,na,2,,2,na,,,,
2422,2,foliose,exposed,Tres Puntas,shallow,Rodrigo A,24-03-18,3,9,,1,Colpomenia sinuosa,2,,na,5,,5,na,,,,
2423,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,1,14,1,Lessonia trabeculata,1,24,20,na,na,#¡DIV/0!,117,5,morfotipo arbusto,,
2424,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,2,14,1,Lessonia trabeculata,1,19,17,na,na,#¡DIV/0!,130,5,morfotipo arbusto,,
2425,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,3,14,1,Lessonia trabeculata,1,20,10,na,na,#¡DIV/0!,130,5,morfotipo arbusto,,
2426,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,3,14,1,Lessonia trabeculata,1,7,6,na,na,#¡DIV/0!,120,5,morfotipo arbusto,,
2427,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,3,14,1,Lessonia trabeculata,1,12,7,na,na,#¡DIV/0!,140,5,morfotipo arbusto,,
2428,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,4,14,1,Lessonia trabeculata,1,42,32,na,na,#¡DIV/0!,180,5,morfotipo arbusto,,
2429,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,4,14,1,Lessonia trabeculata,1,18,10,na,na,#¡DIV/0!,100,5,morfotipo arbusto,,
2430,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,4,14,1,Lessonia trabeculata,1,13,9,na,na,#¡DIV/0!,120,5,morfotipo arbusto,,
2431,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,5,14,1,Lessonia trabeculata,1,39,32,na,na,#¡DIV/0!,217,5,morfotipo arbusto,,
2432,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,6,14,1,Lessonia trabeculata,1,13,45,na,na,#¡DIV/0!,200,5,morfotipo arbusto,,
2433,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,6,14,1,Lessonia trabeculata,1,11,32,na,na,#¡DIV/0!,112,5,morfotipo arbusto,,
2434,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,6,14,1,Lessonia trabeculata,1,10,30,na,na,#¡DIV/0!,240,5,morfotipo arbusto,,
2435,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,6,14,1,Lessonia trabeculata,1,22,23,na,na,#¡DIV/0!,130,5,morfotipo arbusto,,
2436,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,1,7,14,1,Lessonia trabeculata,1,20,30,na,na,#¡DIV/0!,90,5,morfotipo arbusto,,
2437,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,1,14,1,Lessonia trabeculata,1,17,8,na,na,#¡DIV/0!,65,5,morfotipo arbusto,,
2438,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,1,14,1,Lessonia trabeculata,1,32,31,na,na,#¡DIV/0!,167,5,morfotipo arbusto,,
2439,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,1,14,1,Lessonia trabeculata,1,12,4,na,na,#¡DIV/0!,161,3,morfotipo arbusto,,
2440,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,1,14,1,Lessonia trabeculata,1,21,12,na,na,#¡DIV/0!,200,5,morfotipo arbusto,,
2441,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,2,14,1,Lessonia trabeculata,1,22,8,na,na,#¡DIV/0!,270,4,morfotipo arbusto,,
2442,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,3,14,1,Lessonia trabeculata,1,33,30,na,na,#¡DIV/0!,200,5,morfotipo arbusto,,
2443,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,3,14,1,Lessonia trabeculata,1,21,31,na,na,#¡DIV/0!,90,5,morfotipo arbusto,,
2444,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,4,14,1,Lessonia trabeculata,1,21,5,na,na,#¡DIV/0!,290,5,morfotipo arbusto,,
2445,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,4,14,1,Lessonia trabeculata,1,5,1,na,na,#¡DIV/0!,180,3,morfotipo arbusto,,
2446,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,5,14,1,Lessonia trabeculata,1,24,9,na,na,#¡DIV/0!,150,5,morfotipo arbusto,,
2447,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,6,14,1,Lessonia trabeculata,1,22,6,na,na,#¡DIV/0!,180,5,morfotipo arbusto,,
2448,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,6,14,1,Lessonia trabeculata,1,15,2,na,na,#¡DIV/0!,120,3,morfotipo arbusto,,
2449,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,2,6,14,1,Lessonia trabeculata,1,24,8,na,na,#¡DIV/0!,220,5,morfotipo arbusto,,
2450,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,1,16-18,1,Lessonia trabeculata,1,28,16,na,na,#¡DIV/0!,129,5,,,
2451,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,2,16-18,1,Lessonia trabeculata,1,34,22,na,na,#¡DIV/0!,150,5,,,
2452,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,2,16-18,1,Lessonia trabeculata,1,42,30,na,na,#¡DIV/0!,170,5,,,
2453,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,3,16-18,1,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,No se especifica qué,,
2454,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,4,16-18,1,Lessonia trabeculata,1,28,13,na,na,#¡DIV/0!,120,5,,,
2455,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,4,16-18,1,Lessonia trabeculata,1,18,2,na,na,#¡DIV/0!,100,5,,,
2456,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,4,16-18,1,Lessonia trabeculata,1,17,5,na,na,#¡DIV/0!,100,5,,,
2457,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,5,16-18,1,Lessonia trabeculata,1,12,6,na,na,#¡DIV/0!,190,5,,,
2458,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,5,16-18,1,Lessonia trabeculata,1,14,7,na,na,#¡DIV/0!,100,5,,,
2459,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,6,16-18,1,Lessonia trabeculata,1,36,24,na,na,#¡DIV/0!,150,5,,,
2460,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,7,16-18,1,Lessonia trabeculata,1,15,15,na,na,#¡DIV/0!,na,5,,,
2461,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,7,16-18,1,Lessonia trabeculata,1,24,3,na,na,#¡DIV/0!,120,5,,,
2462,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,8,16-18,1,Lessonia trabeculata,1,34,24,na,na,#¡DIV/0!,360,5,,,
2463,2,kelp,exposed,Quintay ,deep,Bubu,16-12-16,3,8,16-18,1,Lessonia trabeculata,1,12,20,na,na,#¡DIV/0!,160,5,,,
